candles

open;close;high;low;value;volume;begin;end
12.11;12.11;12.11;12.11;12.11;1;2025-09-17 17:36:00;2025-09-17 17:36:59
12.09;12.09;12.09;12.09;12.09;1;2025-09-17 17:37:00;2025-09-17 17:37:59
12.09;12.09;12.09;12.09;36.27;3;2025-09-17 17:40:00;2025-09-17 17:40:59
12.1;12.1;12.1;12.1;36.3;3;2025-09-17 17:42:00;2025-09-17 17:42:59
12.1;12.1;12.1;12.1;72.6;6;2025-09-17 17:43:00;2025-09-17 17:43:59
12.1;12.1;12.1;12.1;24.2;2;2025-09-17 17:44:00;2025-09-17 17:44:59
12.1;12.09;12.1;12.09;254.09;21;2025-09-17 17:46:00;2025-09-17 17:46:59
12.1;12.1;12.1;12.1;145.2;12;2025-09-17 17:47:00;2025-09-17 17:47:59
12.1;12.1;12.1;12.1;12.1;1;2025-09-17 17:48:00;2025-09-17 17:48:59
12.09;12.09;12.09;12.09;398.97;33;2025-09-17 17:49:00;2025-09-17 17:49:59
12.1;12.11;12.11;12.1;18164.62;1500;2025-09-17 17:51:00;2025-09-17 17:51:59
12.09;12.09;12.09;12.09;241.8;20;2025-09-17 17:52:00;2025-09-17 17:52:59
12.09;12.11;12.11;12.09;133.19;11;2025-09-17 17:54:00;2025-09-17 17:54:59
12.11;12.09;12.11;12.09;7254.06;600;2025-09-17 17:55:00;2025-09-17 17:55:59
12.12;12.11;12.12;12.11;205.92;17;2025-09-17 17:57:00;2025-09-17 17:57:59
12.11;12.11;12.11;12.11;193.76;16;2025-09-17 17:58:00;2025-09-17 17:58:59
12.09;12.09;12.09;12.09;18352.62;1518;2025-09-17 17:59:00;2025-09-17 17:59:59
12.11;12.11;12.11;12.11;12.11;1;2025-09-17 18:00:00;2025-09-17 18:00:59
12.11;12.11;12.11;12.11;18358.76;1516;2025-09-17 18:01:00;2025-09-17 18:01:59
12.11;12.11;12.11;12.11;230.09;19;2025-09-17 18:02:00;2025-09-17 18:02:59
12.11;12.11;12.11;12.11;108.99;9;2025-09-17 18:04:00;2025-09-17 18:04:59
12.11;12.11;12.11;12.11;387.52;32;2025-09-17 18:06:00;2025-09-17 18:06:59
12.11;12.11;12.11;12.11;12.11;1;2025-09-17 18:09:00;2025-09-17 18:09:59
12.11;12.09;12.11;12.09;193.74;16;2025-09-17 18:10:00;2025-09-17 18:10:59
12.11;12.11;12.11;12.11;24.22;2;2025-09-17 18:13:00;2025-09-17 18:13:59
12.11;12.11;12.11;12.11;84.77;7;2025-09-17 18:14:00;2025-09-17 18:14:59
12.11;12.11;12.11;12.11;266.42;22;2025-09-17 18:15:00;2025-09-17 18:15:59
12.11;12.11;12.11;12.11;121.1;10;2025-09-17 18:16:00;2025-09-17 18:16:59
12.11;12.11;12.11;12.11;25770.08;2128;2025-09-17 18:17:00;2025-09-17 18:17:59
12.12;12.12;12.12;12.12;12786.6;1055;2025-09-17 18:19:00;2025-09-17 18:19:59
12.11;12.11;12.11;12.11;60.55;5;2025-09-17 18:20:00;2025-09-17 18:20:59
12.12;12.09;12.12;12.09;1511.32;125;2025-09-17 18:22:00;2025-09-17 18:22:59
12.11;12.11;12.11;12.11;9700.11;801;2025-09-17 18:25:00;2025-09-17 18:25:59
12.11;12.11;12.11;12.11;12.11;1;2025-09-17 18:26:00;2025-09-17 18:26:59
12.11;12.11;12.11;12.09;181.61;15;2025-09-17 18:27:00;2025-09-17 18:27:59
12.11;12.11;12.11;12.11;12.11;1;2025-09-17 18:29:00;2025-09-17 18:29:59
12.11;12.11;12.11;12.11;678.1600000000001;56;2025-09-17 18:30:00;2025-09-17 18:30:59
12.11;12.09;12.11;12.09;72.58;6;2025-09-17 18:32:00;2025-09-17 18:32:59
12.11;12.11;12.11;12.11;12.11;1;2025-09-17 18:36:00;2025-09-17 18:36:59
12.11;12.09;12.11;12.09;133.13;11;2025-09-17 18:37:00;2025-09-17 18:37:59
12.11;12.11;12.11;12.11;266.42;22;2025-09-17 18:39:00;2025-09-17 18:39:59
12.12;12.12;12.12;12.12;12.12;1;2025-09-17 18:45:00;2025-09-17 18:45:59
12.14;12.14;12.14;12.14;121400;10000;2025-09-18 09:59:00;2025-09-18 09:59:59
12.13;12.14;12.14;12.12;18002.260000000006;1484;2025-09-18 10:00:00;2025-09-18 10:00:59
12.12;12.09;12.12;12.09;6507.51;538;2025-09-18 10:01:00;2025-09-18 10:01:59
12.08;12.01;12.09;12;20246.969999999998;1680;2025-09-18 10:02:00;2025-09-18 10:02:59
12.08;11.97;12.09;11.97;8314.490000000002;693;2025-09-18 10:03:00;2025-09-18 10:03:59
12.06;12.06;12.06;12.06;4824;400;2025-09-18 10:04:00;2025-09-18 10:04:59
12.06;12.06;12.06;12.06;289.44;24;2025-09-18 10:05:00;2025-09-18 10:05:59
12.05;12.05;12.05;12.05;60.25;5;2025-09-18 10:06:00;2025-09-18 10:06:59
11.98;11.98;12.04;11.98;28249.120000000003;2353;2025-09-18 10:07:00;2025-09-18 10:07:59
12.01;12.01;12.01;12.01;96.08;8;2025-09-18 10:08:00;2025-09-18 10:08:59
12.01;12.01;12.01;12.01;72.06;6;2025-09-18 10:09:00;2025-09-18 10:09:59
12;11.97;12;11.97;89838.64000000003;7505;2025-09-18 10:10:00;2025-09-18 10:10:59
11.97;12;12;11.97;162923.7;13611;2025-09-18 10:11:00;2025-09-18 10:11:59
12;12;12;12;25248;2104;2025-09-18 10:13:00;2025-09-18 10:13:59
11.99;11.99;11.99;11.99;587.51;49;2025-09-18 10:14:00;2025-09-18 10:14:59
11.99;11.98;11.99;11.98;38587.65;3221;2025-09-18 10:15:00;2025-09-18 10:15:59
11.98;11.98;11.98;11.98;71.88;6;2025-09-18 10:17:00;2025-09-18 10:17:59
11.98;11.98;11.98;11.98;81224.4;6780;2025-09-18 10:19:00;2025-09-18 10:19:59
11.98;11.97;11.98;11.97;287095.56;23980;2025-09-18 10:20:00;2025-09-18 10:20:59
12;12;12;12;12;1;2025-09-18 10:22:00;2025-09-18 10:22:59
12;12;12;12;24;2;2025-09-18 10:23:00;2025-09-18 10:23:59
12;12;12;12;96372;8031;2025-09-18 10:24:00;2025-09-18 10:24:59
12;12;12;12;396;33;2025-09-18 10:25:00;2025-09-18 10:25:59
12;12;12;12;120;10;2025-09-18 10:26:00;2025-09-18 10:26:59
12;12;12;12;54936;4578;2025-09-18 10:27:00;2025-09-18 10:27:59
12;12;12;12;2400;200;2025-09-18 10:28:00;2025-09-18 10:28:59
12.03;12.03;12.03;12.03;421.05;35;2025-09-18 10:29:00;2025-09-18 10:29:59
12.02;12.02;12.02;12.02;240.4;20;2025-09-18 10:31:00;2025-09-18 10:31:59
12.02;12.02;12.02;12.02;204.34;17;2025-09-18 10:32:00;2025-09-18 10:32:59
12.02;12.02;12.02;12;7260.080000000002;605;2025-09-18 10:33:00;2025-09-18 10:33:59
12.02;12.02;12.02;12.02;8702.480000000001;724;2025-09-18 10:34:00;2025-09-18 10:34:59
12.02;12.02;12.02;12;156.06;13;2025-09-18 10:35:00;2025-09-18 10:35:59
12.02;12.02;12.02;12;36.04;3;2025-09-18 10:36:00;2025-09-18 10:36:59
12.02;12.02;12.02;12;3852.42;321;2025-09-18 10:37:00;2025-09-18 10:37:59
12.02;12.02;12.02;12.02;7452.400000000001;620;2025-09-18 10:38:00;2025-09-18 10:38:59
12.02;12.02;12.02;12.02;24.04;2;2025-09-18 10:39:00;2025-09-18 10:39:59
12.02;12.02;12.02;12.02;24.04;2;2025-09-18 10:40:00;2025-09-18 10:40:59
12.02;12.02;12.02;12.02;576.96;48;2025-09-18 10:41:00;2025-09-18 10:41:59
12.02;12.02;12.02;12;27541.28;2295;2025-09-18 10:42:00;2025-09-18 10:42:59
12.01;12;12.02;12;22566.8;1879;2025-09-18 10:45:00;2025-09-18 10:45:59
12;12;12;12;72;6;2025-09-18 10:47:00;2025-09-18 10:47:59
12;12.02;12.02;12;240.36;20;2025-09-18 10:48:00;2025-09-18 10:48:59
12.02;12.02;12.02;12.02;817.36;68;2025-09-18 10:49:00;2025-09-18 10:49:59
12.02;12;12.02;12;144.1;12;2025-09-18 10:50:00;2025-09-18 10:50:59
12.02;12.02;12.02;12.02;1153.92;96;2025-09-18 10:51:00;2025-09-18 10:51:59
12.02;12.02;12.02;12;961.14;80;2025-09-18 10:52:00;2025-09-18 10:52:59
12.02;12.02;12.02;12.02;12.02;1;2025-09-18 10:53:00;2025-09-18 10:53:59
12.02;12;12.02;12;1490.02;124;2025-09-18 10:54:00;2025-09-18 10:54:59
12.02;12.02;12.02;12;288.2;24;2025-09-18 10:56:00;2025-09-18 10:56:59
12.02;12.03;12.03;12.02;97631.01000000001;8116;2025-09-18 10:57:00;2025-09-18 10:57:59
12.03;12.03;12.03;12.03;144.36;12;2025-09-18 10:58:00;2025-09-18 10:58:59
12.03;12.01;12.03;12.01;84.13;7;2025-09-18 10:59:00;2025-09-18 10:59:59
12.03;12.03;12.05;12.03;504995.4000000001;41978;2025-09-18 11:00:00;2025-09-18 11:00:59
12.05;12.05;12.05;12.05;2506.4;208;2025-09-18 11:02:00;2025-09-18 11:02:59
12.03;12.03;12.03;12.03;12.03;1;2025-09-18 11:03:00;2025-09-18 11:03:59
12.05;12.05;12.05;12.05;180.75;15;2025-09-18 11:04:00;2025-09-18 11:04:59
12.03;12.05;12.05;12.03;14340.04;1192;2025-09-18 11:05:00;2025-09-18 11:05:59
12.05;12.05;12.05;12.05;48.2;4;2025-09-18 11:07:00;2025-09-18 11:07:59
12.03;12.03;12.03;12.03;144.36;12;2025-09-18 11:09:00;2025-09-18 11:09:59
12.05;12.05;12.05;12.05;48.2;4;2025-09-18 11:13:00;2025-09-18 11:13:59
12.05;12.05;12.05;12.05;349.45;29;2025-09-18 11:14:00;2025-09-18 11:14:59
12.05;12.03;12.05;12.03;240.98;20;2025-09-18 11:15:00;2025-09-18 11:15:59
12.03;12.03;12.03;12.03;55939.5;4650;2025-09-18 11:19:00;2025-09-18 11:19:59
12.04;12.03;12.04;12.03;13388.06;1112;2025-09-18 11:20:00;2025-09-18 11:20:59
12.05;12.05;12.05;12.05;60.25;5;2025-09-18 11:21:00;2025-09-18 11:21:59
12.05;12.05;12.05;12.05;120.5;10;2025-09-18 11:22:00;2025-09-18 11:22:59
12.03;12.05;12.05;12.03;1927.4399999999998;160;2025-09-18 11:25:00;2025-09-18 11:25:59
12.03;12.05;12.05;12.03;156.45000000000002;13;2025-09-18 11:26:00;2025-09-18 11:26:59
12.03;12.03;12.03;12.03;1936.83;161;2025-09-18 11:27:00;2025-09-18 11:27:59
12.05;12.05;12.05;12.05;60.25;5;2025-09-18 11:28:00;2025-09-18 11:28:59
12.03;12.02;12.05;12.02;414888.89;34487;2025-09-18 11:29:00;2025-09-18 11:29:59
12.01;12.02;12.02;12;62316.72;5190;2025-09-18 11:32:00;2025-09-18 11:32:59
12.02;12.02;12.02;12.02;48.08;4;2025-09-18 11:33:00;2025-09-18 11:33:59
12.02;12;12.02;12;10995.05;916;2025-09-18 11:34:00;2025-09-18 11:34:59
12.02;12.02;12.02;12.02;24.04;2;2025-09-18 11:37:00;2025-09-18 11:37:59
12;12;12;12;19584;1632;2025-09-18 11:39:00;2025-09-18 11:39:59
12;12;12;12;119304;9942;2025-09-18 11:40:00;2025-09-18 11:40:59
12;12;12;12;190128;15844;2025-09-18 11:41:00;2025-09-18 11:41:59
12;12;12;12;2061744;171812;2025-09-18 11:42:00;2025-09-18 11:42:59
11.99;11.99;11.99;11.99;83.92999999999999;7;2025-09-18 11:44:00;2025-09-18 11:44:59
11.99;11.99;11.99;11.99;779.35;65;2025-09-18 11:47:00;2025-09-18 11:47:59
11.98;11.98;11.98;11.98;2396;200;2025-09-18 11:49:00;2025-09-18 11:49:59
11.99;11.99;11.99;11.99;1199000;100000;2025-09-18 11:50:00;2025-09-18 11:50:59
11.99;11.98;11.99;11.98;479.29999999999995;40;2025-09-18 11:51:00;2025-09-18 11:51:59
11.99;11.99;11.99;11.99;947.21;79;2025-09-18 11:52:00;2025-09-18 11:52:59
11.98;11.98;11.98;11.98;2671.54;223;2025-09-18 11:53:00;2025-09-18 11:53:59
11.99;11.99;11.99;11.99;599.5;50;2025-09-18 11:55:00;2025-09-18 11:55:59
11.99;11.99;11.99;11.99;83.93;7;2025-09-18 11:56:00;2025-09-18 11:56:59
11.99;11.99;11.99;11.99;431.64;36;2025-09-18 11:58:00;2025-09-18 11:58:59
11.98;11.98;11.98;11.98;119.8;10;2025-09-18 12:01:00;2025-09-18 12:01:59
12;12;12;12;72;6;2025-09-18 12:02:00;2025-09-18 12:02:59
11.98;11.99;11.99;11.98;143.86;12;2025-09-18 12:04:00;2025-09-18 12:04:59
11.98;11.97;11.98;11.97;47884.28;4000;2025-09-18 12:05:00;2025-09-18 12:05:59
11.98;11.98;11.98;11.98;95.84;8;2025-09-18 12:06:00;2025-09-18 12:06:59
11.98;11.98;11.98;11.98;1054.24;88;2025-09-18 12:07:00;2025-09-18 12:07:59
11.99;11.99;11.99;11.99;11.99;1;2025-09-18 12:10:00;2025-09-18 12:10:59
12;12;12;12;48;4;2025-09-18 12:11:00;2025-09-18 12:11:59
12;12;12;12;96;8;2025-09-18 12:12:00;2025-09-18 12:12:59
11.99;12;12;11.99;9611.99;801;2025-09-18 12:13:00;2025-09-18 12:13:59
11.98;12.01;12.01;11.98;706.85;59;2025-09-18 12:16:00;2025-09-18 12:16:59
12.01;12.01;12.01;12.01;36.03;3;2025-09-18 12:17:00;2025-09-18 12:17:59
12;12.01;12.01;12;132.06;11;2025-09-18 12:18:00;2025-09-18 12:18:59
12.02;12.02;12.02;12.02;12.02;1;2025-09-18 12:19:00;2025-09-18 12:19:59
12.02;12.02;12.02;12.02;12.02;1;2025-09-18 12:21:00;2025-09-18 12:21:59
12.02;11.99;12.02;11.99;24.009999999999998;2;2025-09-18 12:24:00;2025-09-18 12:24:59
12;12.05;12.05;12;710.69;59;2025-09-18 12:26:00;2025-09-18 12:26:59
12.05;12.05;12.05;12.05;759.1500000000001;63;2025-09-18 12:27:00;2025-09-18 12:27:59
12.05;12.05;12.05;12.05;12.05;1;2025-09-18 12:29:00;2025-09-18 12:29:59
12.01;12.01;12.01;12.01;12.01;1;2025-09-18 12:32:00;2025-09-18 12:32:59
12.04;12.05;12.05;12.04;3771.64;313;2025-09-18 12:33:00;2025-09-18 12:33:59
12.01;12.06;12.06;12.01;243201.2;20174;2025-09-18 12:34:00;2025-09-18 12:34:59
12.05;12.05;12.05;12.05;903.75;75;2025-09-18 12:35:00;2025-09-18 12:35:59
12.05;12.05;12.05;12.05;494.05;41;2025-09-18 12:36:00;2025-09-18 12:36:59
12.05;12.05;12.05;12.05;421.75;35;2025-09-18 12:41:00;2025-09-18 12:41:59
12.05;12.05;12.05;12.05;12.05;1;2025-09-18 12:43:00;2025-09-18 12:43:59
12.05;12.05;12.05;12.05;349.45;29;2025-09-18 12:44:00;2025-09-18 12:44:59
12.05;12.05;12.05;12.05;96.4;8;2025-09-18 12:46:00;2025-09-18 12:46:59
12.05;12.05;12.05;12.05;12.05;1;2025-09-18 12:47:00;2025-09-18 12:47:59
12.05;12.02;12.05;12.02;2416.89;201;2025-09-18 12:50:00;2025-09-18 12:50:59
12.02;12.05;12.05;12.02;3822.9000000000005;318;2025-09-18 12:51:00;2025-09-18 12:51:59
12.05;12.05;12.05;12.05;939.9;78;2025-09-18 12:52:00;2025-09-18 12:52:59
12.02;12.06;12.06;12.02;493.07;41;2025-09-18 12:53:00;2025-09-18 12:53:59
12.02;12.02;12.02;12.02;7957.24;662;2025-09-18 12:54:00;2025-09-18 12:54:59
12.02;12.01;12.02;12.01;1766755.27;147100;2025-09-18 12:56:00;2025-09-18 12:56:59
12.02;12.02;12.02;12.02;12.02;1;2025-09-18 12:57:00;2025-09-18 12:57:59
12.05;12.05;12.05;12.05;72.3;6;2025-09-18 13:01:00;2025-09-18 13:01:59
12.05;12.05;12.05;12.05;241;20;2025-09-18 13:05:00;2025-09-18 13:05:59
12.05;12.05;12.05;12.05;12.05;1;2025-09-18 13:06:00;2025-09-18 13:06:59
12.05;12.05;12.05;12.05;361.5;30;2025-09-18 13:07:00;2025-09-18 13:07:59
12.05;12.05;12.05;12.05;60.25;5;2025-09-18 13:10:00;2025-09-18 13:10:59
12.02;12.05;12.05;12.02;2044.3;170;2025-09-18 13:13:00;2025-09-18 13:13:59
12.03;12.03;12.03;12.03;72.17999999999999;6;2025-09-18 13:17:00;2025-09-18 13:17:59
12.03;12.05;12.05;12.03;12528.38;1040;2025-09-18 13:18:00;2025-09-18 13:18:59
12.05;12.05;12.05;12.05;84.35;7;2025-09-18 13:20:00;2025-09-18 13:20:59
12.05;12.05;12.05;12.05;156.65;13;2025-09-18 13:21:00;2025-09-18 13:21:59
12.05;12.05;12.05;12.05;192.8;16;2025-09-18 13:23:00;2025-09-18 13:23:59
12.05;12.05;12.05;12.05;2397.95;199;2025-09-18 13:26:00;2025-09-18 13:26:59
12.02;12.02;12.02;12.02;468.78;39;2025-09-18 13:27:00;2025-09-18 13:27:59
12.05;12.05;12.05;12.05;1397.8;116;2025-09-18 13:29:00;2025-09-18 13:29:59
12.05;12.05;12.05;12.05;12.05;1;2025-09-18 13:30:00;2025-09-18 13:30:59
12.05;12.05;12.05;12.05;72.3;6;2025-09-18 13:31:00;2025-09-18 13:31:59
12.02;12.02;12.02;12.02;2404;200;2025-09-18 13:36:00;2025-09-18 13:36:59
12.02;12.02;12.02;12.02;3413.68;284;2025-09-18 13:38:00;2025-09-18 13:38:59
12.04;12.04;12.04;12.04;48.16;4;2025-09-18 13:41:00;2025-09-18 13:41:59
12.04;12.04;12.04;12.04;72.24;6;2025-09-18 13:44:00;2025-09-18 13:44:59
12.03;12.03;12.03;12.03;445.11;37;2025-09-18 13:47:00;2025-09-18 13:47:59
12.03;12.02;12.03;12.02;132.32;11;2025-09-18 13:50:00;2025-09-18 13:50:59
12.02;12.01;12.02;12.01;564.7;47;2025-09-18 13:52:00;2025-09-18 13:52:59
12.01;12.01;12.01;12.01;12.01;1;2025-09-18 13:54:00;2025-09-18 13:54:59
12.02;12.02;12.02;12.02;12.02;1;2025-09-18 13:56:00;2025-09-18 13:56:59
12.02;12.02;12.02;12.02;949.5799999999999;79;2025-09-18 13:57:00;2025-09-18 13:57:59
12.02;12.02;12.02;12.02;2644.4;220;2025-09-18 13:58:00;2025-09-18 13:58:59
12.02;12.02;12.02;12.02;312.52;26;2025-09-18 13:59:00;2025-09-18 13:59:59
12.01;12.02;12.02;12.01;24.03;2;2025-09-18 14:01:00;2025-09-18 14:01:59
12.02;12.02;12.02;12.02;5036.38;419;2025-09-18 14:05:00;2025-09-18 14:05:59
12.02;12.05;12.05;12.02;72.21000000000001;6;2025-09-18 14:09:00;2025-09-18 14:09:59
12.05;12.05;12.05;12.05;132.55;11;2025-09-18 14:10:00;2025-09-18 14:10:59
12.05;12.05;12.05;12.05;421.75;35;2025-09-18 14:11:00;2025-09-18 14:11:59
12.05;12.05;12.05;12.05;48.2;4;2025-09-18 14:12:00;2025-09-18 14:12:59
12.02;12.05;12.05;12.02;1298.6699999999998;108;2025-09-18 14:13:00;2025-09-18 14:13:59
12.02;12.02;12.02;12.02;12.02;1;2025-09-18 14:14:00;2025-09-18 14:14:59
12.02;12.02;12.02;12.02;12.02;1;2025-09-18 14:16:00;2025-09-18 14:16:59
12.05;12.05;12.05;12.05;6025;500;2025-09-18 14:18:00;2025-09-18 14:18:59
12.06;12.06;12.06;12.06;6066.18;503;2025-09-18 14:22:00;2025-09-18 14:22:59
12.06;12.06;12.06;12.06;15858.9;1315;2025-09-18 14:26:00;2025-09-18 14:26:59
12.06;12.06;12.06;12.06;120.6;10;2025-09-18 14:28:00;2025-09-18 14:28:59
12.06;12.06;12.06;12.06;12.06;1;2025-09-18 14:30:00;2025-09-18 14:30:59
12.05;12.05;12.05;12.05;1205;100;2025-09-18 14:33:00;2025-09-18 14:33:59
12.07;12.03;12.07;12.03;45621.770000000004;3791;2025-09-18 14:38:00;2025-09-18 14:38:59
12.04;12.04;12.04;12.04;2660.84;221;2025-09-18 14:39:00;2025-09-18 14:39:59
12.08;12.08;12.08;12.08;12.08;1;2025-09-18 14:48:00;2025-09-18 14:48:59
12.05;12.05;12.05;12.05;12.05;1;2025-09-18 14:49:00;2025-09-18 14:49:59
12.08;12.08;12.08;12.08;120.8;10;2025-09-18 14:53:00;2025-09-18 14:53:59


